,adapter,advertised,affordable,air,amazing,amazon,antenna,apple,audio,awesome,backup,bad,bag,bang,basic,batteries,battery,beat,best,better,big,bit,black,bluetooth,bought,box,brand,buck,built,buy,cable,cables,camera,canon,car,card,case,charge,charger,charging,charm,cheap,choice,class,clear,comfortable,compact,computer,connection,convenient,cool,cooler,cord,cost,cover,customer,deal,decent,described,design,device,devices,did,didn,digital,disappointed,does,doesn,don,drive,drives,durable,dvd,ear,easy,effective,exactly,excellent,expected,expensive,external,extra,failed,fan,fantastic,far,fast,features,filter,finally,fine,fit,fits,flash,functional,galaxy,garmin,gb,gets,gift,good,got,gps,great,handy,happy,hard,hd,hdmi,headphones,headset,heavy,high,highly,home,hub,impressed,inch,inexpensive,install,ipad,iphone,ipod,issues,item,job,junk,just,keyboard,kindle,kit,laptop,large,lens,life,light,like,little,logitech,long,look,looking,looks,lot,lots,love,low,mac,macbook,make,makes,media,memory,micro,mini,mm,modem,money,monitor,months,mount,mouse,mp,music,need,needed,needs,new,nexus,nice,nikon,ok,okay,old,outstanding,pay,pc,perfect,perfectly,performance,phone,picture,piece,play,player,pleased,plug,poor,port,portable,power,pretty,price,pro,problem,problems,product,protection,protector,ps,purchase,quality,quick,quiet,quite,radio,range,read,real,really,recommend,recommended,reliable,remote,replacement,review,right,roku,router,samsung,sandisk,say,says,screen,sd,seagate,second,service,set,setup,short,signal,simple,simply,size,slow,small,smart,software,solid,solution,sony,sound,space,speaker,speakers,speed,ssd,stand,stars,storage,streaming,strong,sturdy,stylus,super,support,supposed,sure,switch,tablet,tb,terrible,thing,time,tiny,touch,travel,tripod,tv,unit,update,upgrade,usb,use,used,useful,using,value,ve,video,wall,want,wanted,way,wd,wifi,windows,wireless,wish,wonderful,work,worked,working,works,worth,wow,wrong,year,years
80,0,1,1,0,0,2,0,0,0,2,0,3,0,0,0,0,0,0,24,2,0,0,0,0,3,0,4,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,1,0,0,0,44,0,0,0,1,7,1,1,0,0,0,0,1,5,2,0,0,0,3,0,0,0,0,0,0,8,0,0,25,0,0,31,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,4,1,0,0,1,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,4,0,2,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,2,1,11,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,9,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,10,1,1,8,1,0,1,0,1
81,1,0,0,0,2,2,0,3,0,8,0,8,0,0,1,0,0,0,68,16,12,2,0,0,5,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,39,0,2,0,0,0,0,0,0,0,1,3,3,0,10,0,0,2,2,0,3,5,2,7,0,0,3,0,0,4,0,0,27,4,1,0,0,1,3,1,5,2,6,0,3,1,2,0,0,1,0,0,0,0,0,66,1,0,115,0,3,8,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,4,1,1,0,8,327,0,0,0,1,0,2,0,14,7,1,7,0,1,1,2,1,46,0,6,0,2,5,0,0,0,0,0,0,4,0,8,0,0,0,0,2,1,4,1,0,22,0,6,1,5,1,1,0,19,0,0,0,0,0,1,0,1,0,5,0,0,0,5,8,3,7,4,15,0,0,3,1,10,0,3,2,0,1,0,2,5,0,1,3,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,3,0,2,8,0,0,1,30,0,0,0,0,0,3,0,0,0,1,0,2,3,1,0,0,0,0,5,3,8,0,1,0,0,0,0,0,2,2,12,35,1,5,4,15,0,0,1,0,2,0,0,3,4,5,6,12,1,3,12,1,1,1,2,9
82,0,1,1,1,8,0,0,0,1,7,0,2,0,0,0,0,0,1,42,6,2,1,0,0,1,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,9,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,5,0,5,0,0,2,20,1,3,0,0,0,1,4,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,19,0,0,69,0,1,1,0,0,76,2,0,3,0,2,0,2,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,1,0,1,1,5,1,0,3,0,1,0,1,0,9,3,0,0,1,0,1,0,0,0,0,0,4,1,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,2,0,0,5,0,2,0,0,0,0,0,2,0,2,0,0,0,2,20,2,0,1,5,0,0,0,0,11,0,0,0,1,1,2,0,4,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,4,1,0,2,0,0,3,0,18,37,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,5,2,0,0,11,8,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,4,0,1,3,5
83,0,0,0,0,5,2,0,0,0,3,0,0,0,0,0,0,0,0,10,5,1,2,0,0,3,3,1,0,2,3,0,0,0,20,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,19,4,2,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,34,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,120,0,1,3,0,0,0,0,0,0,1,0,5,0,0,0,2,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,1,0,4,0,7,0,2,0,0,1,1,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,1,1,0,0,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,5,6,1,0,0
84,0,3,0,0,3,11,0,0,0,12,0,2,0,0,0,0,0,0,13,9,0,0,0,0,2,2,0,1,0,29,0,0,0,0,0,14,0,0,0,0,1,4,0,0,0,0,0,0,0,14,0,0,0,1,0,0,16,2,1,0,0,0,0,0,2,0,4,1,3,1,0,0,0,0,43,0,4,11,6,0,0,0,0,0,1,0,34,0,0,0,3,0,0,0,0,0,0,0,1,13,25,7,0,63,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,4,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,1,0,11,4,2,0,0,3,0,1,0,0,1,0,1,12,2,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,2,5,3,1,0,0,6,0,15,0,0,0,0,0,2,0,0,0,1,0,0,5,3,0,0,0,0,11,1,0,0,0,0,4,0,0,0,0,7,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,2,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,5,1,2,4,1,0,0,0,1,1,45,0,0,1,0,0,0,1,17,0,29,2,1,0,1,0
85,1,0,0,0,11,2,1,0,1,7,0,4,0,0,3,0,2,1,25,8,1,1,0,1,3,1,0,0,3,12,0,0,0,0,2,0,0,0,0,0,1,1,1,2,1,0,3,0,0,0,3,0,0,0,0,1,1,0,0,2,15,0,2,0,0,0,5,0,9,2,1,0,0,0,11,0,1,16,1,6,0,0,1,0,8,1,1,2,0,0,0,0,0,0,0,0,64,0,2,4,42,4,82,101,2,2,3,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,1,1,2,0,7,0,0,0,0,0,0,4,0,7,15,0,3,0,1,0,1,0,14,0,3,0,2,1,0,1,0,0,0,0,6,0,1,0,0,0,0,1,2,4,8,0,24,0,2,2,0,1,1,0,11,1,5,0,1,1,1,0,1,0,0,0,4,0,2,21,0,1,1,33,0,0,0,4,0,0,0,1,0,0,1,1,4,0,2,4,0,0,3,2,0,0,0,0,1,0,2,0,0,2,1,0,1,0,1,2,4,2,4,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,2,1,0,1,0,0,0,0,5,9,0,0,7,0,0,20,0,2,0,14,2,4,1,7,4,0,0,1,0,2,0,0,0,0,0,2,1,2,2,11,3,2,3,1,3
86,0,13,3,1,3,5,0,0,2,10,3,2,0,1,3,0,0,1,16,3,8,0,1,0,5,1,5,2,0,21,0,0,44,4,0,285,1,0,0,0,3,12,2,30,0,0,1,0,0,0,0,0,0,1,1,1,21,4,10,0,3,2,8,2,10,1,25,0,3,2,0,2,0,0,5,1,4,36,18,2,0,3,0,0,5,4,17,0,0,0,23,4,1,51,2,1,1,111,1,6,168,10,3,298,4,6,4,5,0,0,0,0,7,1,1,0,1,1,6,0,0,0,0,5,12,13,0,31,0,2,0,1,1,0,1,1,16,11,0,1,0,0,1,7,16,19,1,0,1,2,0,4,145,3,0,0,0,4,0,2,0,0,1,1,7,12,5,7,0,26,5,4,4,1,1,2,0,46,7,5,0,2,0,0,0,2,0,0,0,0,0,2,115,0,3,7,67,0,0,0,4,22,1,0,0,0,0,3,0,4,1,1,25,0,1,2,5,0,0,0,109,11,1,0,87,0,0,3,0,0,2,0,4,1,7,9,8,0,0,6,1,1,1,7,0,0,4,0,0,16,30,0,0,1,0,3,0,6,5,1,1,0,1,1,5,1,0,0,0,0,1,0,4,0,16,5,5,6,30,2,8,0,1,1,2,0,0,0,0,0,2,16,9,3,194,4,1,9,1,0
87,0,1,0,0,2,1,2,2,0,7,0,4,1,0,2,0,0,0,42,10,0,4,0,0,3,4,0,0,0,13,0,1,0,0,0,0,0,0,0,0,4,2,3,0,0,0,0,0,8,0,0,0,0,1,0,5,0,0,1,1,2,0,1,3,0,0,7,4,4,0,0,1,0,0,23,2,1,29,3,0,0,0,2,0,4,7,5,1,0,3,4,0,0,0,2,0,0,0,0,0,53,3,0,93,0,3,2,0,0,0,0,0,0,2,8,0,0,0,4,7,0,0,0,2,2,2,1,9,0,0,0,0,0,0,0,0,9,8,0,1,0,0,0,0,1,9,2,5,1,1,2,0,0,0,0,0,1,4,0,4,0,0,0,0,3,0,1,1,0,12,0,3,1,10,1,1,1,5,1,4,0,0,2,0,0,0,1,1,0,0,1,1,14,1,3,5,32,0,0,0,2,3,1,0,3,0,3,0,0,4,3,1,26,0,2,2,2,1,182,0,0,0,0,0,0,0,2,5,11,14,2,3,10,5,1,2,0,0,1,27,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,2,12,2,0,0,0,0,0,0,4,0,0,0,0,0,4,0,1,0,8,4,0,4,4,3,0,0,2,0,1,0,2,2,50,1,0,11,8,5,52,4,1,1,3,11
88,0,6,0,0,17,2,0,0,0,11,0,1,0,0,0,1,4,0,11,6,1,1,0,0,0,4,0,0,0,4,6,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,1,4,0,0,2,0,2,2,1,3,0,8,0,5,5,0,0,10,6,6,0,0,0,0,0,6,2,3,9,2,0,0,0,2,0,5,6,0,0,0,2,2,0,0,0,0,0,0,0,0,0,10,2,0,75,0,2,0,4,0,0,0,0,1,2,2,0,2,0,1,1,0,0,0,0,2,0,1,6,0,0,0,0,0,0,2,0,8,7,0,1,2,0,0,0,0,4,3,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,3,2,1,2,0,3,0,0,1,0,5,1,0,10,5,4,0,0,1,0,0,1,0,3,0,0,1,2,7,0,4,0,30,0,0,0,1,1,0,0,1,1,5,3,2,7,0,2,1,34,1,0,4,0,0,0,0,2,2,0,0,0,1,2,1,2,1,3,4,2,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,7,4,0,0,0,0,2,3,1,0,0,4,1,4,1,1,1,0,3,0,0,1,0,0,0,0,0,3,21,9,2,95,5,5,2,1,2
89,16,3,0,0,1,0,0,0,0,3,0,1,0,0,1,0,0,1,1,0,0,2,0,0,1,0,0,0,0,5,0,0,0,0,14,0,0,8,18,1,0,13,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,9,3,3,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,17,0,1,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,7,1,3,3,2,3,0,0,0,0,0,0,1,0,3,2,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,2,0,0,0,3,0,4,1,0,0,2,0,2,1,0,3,0,2,1,0,1,6,0,11,0,3,1,9,0,1,3,11,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,20,4,0,1,0,3,0,1,0,0,0,0,0,0,0,0,1,0,6,2,1,51,0,1,1,1,0
90,0,4,3,1,3,1,0,5,0,17,0,1,0,1,1,0,0,0,17,8,4,4,0,0,7,0,1,1,1,7,0,0,0,0,0,0,5,0,0,0,1,13,1,0,0,0,21,0,0,1,2,0,0,1,3,0,0,4,1,13,7,4,1,0,1,0,15,0,2,0,0,3,0,0,6,6,8,25,5,1,0,0,0,0,7,0,1,0,0,3,9,1,5,0,10,8,0,0,1,0,45,0,0,153,13,0,0,2,0,0,0,0,1,2,2,0,0,4,2,0,58,0,0,0,6,7,0,17,1,11,0,0,1,0,0,8,5,34,0,1,0,3,1,0,0,25,0,0,0,0,0,0,0,0,3,0,0,5,0,1,0,0,0,0,2,4,1,2,8,27,0,6,0,0,1,0,0,54,3,0,1,1,1,0,0,0,0,1,0,31,0,6,17,0,0,2,41,0,0,0,1,6,0,0,1,0,0,1,0,6,0,1,1,0,0,1,5,0,0,4,0,1,4,0,0,0,2,0,0,0,0,0,29,4,1,0,3,2,0,10,4,0,0,0,0,0,0,0,186,1,1,0,2,17,0,5,3,2,0,0,45,0,0,5,3,0,2,7,1,0,1,0,0,0,15,2,17,0,7,4,0,0,0,4,1,0,0,0,0,2,5,5,1,0,77,2,1,2,1,0
91,1,11,0,0,3,2,0,0,0,1,1,3,0,0,1,0,1,0,1,3,0,0,0,0,2,0,0,0,0,5,10,15,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,2,0,1,0,0,7,1,0,0,1,1,5,0,0,1,0,1,0,0,8,0,2,0,0,0,0,0,2,2,12,3,3,0,0,1,0,0,0,1,0,0,0,0,3,1,2,0,2,0,0,0,1,0,22,4,0,76,24,1,2,0,0,0,0,5,1,1,2,0,0,1,1,0,0,0,0,1,13,5,0,20,0,0,1,0,1,0,3,0,0,4,0,1,0,0,0,2,2,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,1,0,0,4,0,0,1,0,0,0,0,19,2,0,2,0,0,0,0,0,8,0,0,0,57,1,4,1,9,2,17,0,2,0,0,11,1,0,0,0,0,0,0,4,0,1,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0,0,14,0,10,2,2,0,1,1,0,0,13,0,0,14,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,1,15,0,4,1,1,9,0,1,3,0,0,0,0,0,1,12,2,0,13,1,0,4,0,1
92,0,1,0,0,1,0,0,0,0,9,0,2,0,0,0,0,2,2,10,6,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,2,0,1,9,0,1,0,0,0,2,1,1,0,0,0,0,0,5,0,0,14,1,0,0,0,0,0,5,2,2,2,0,0,1,0,0,0,0,1,17,0,1,1,22,1,30,64,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,2,0,2,3,0,3,0,0,0,0,1,13,0,1,0,2,1,0,0,0,0,0,0,3,8,1,0,0,0,0,0,1,2,1,0,7,0,3,0,0,1,0,0,3,0,2,1,0,1,0,1,0,0,1,0,0,0,1,8,0,1,0,19,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,5,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,1,4,0,0,0,0,0,1,0,2,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,2,2,4,0,0,0,0,0,2,0,1,1,10,4,2,0,7,2,0,0,2,1,0,0,0,0,0,0,2,3,1,0,14,1,3,1,0,4
93,0,1,3,0,6,0,0,1,0,7,0,7,1,1,0,0,0,1,14,9,2,2,1,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,3,1,1,0,6,0,0,0,0,0,0,11,1,0,0,2,8,0,1,0,0,1,1,1,2,1,2,5,0,0,2,0,11,0,0,0,18,1,0,1,0,2,0,4,2,0,0,0,0,2,15,0,0,0,0,0,0,1,0,79,1,1,77,0,4,1,0,0,21,0,1,1,0,0,0,2,0,1,0,0,1,4,1,0,1,1,1,0,0,0,0,1,0,0,1,4,3,1,2,0,1,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,18,0,1,0,0,1,1,0,0,2,0,0,9,0,4,2,2,3,0,0,1,0,0,0,0,0,0,2,0,0,10,0,0,0,6,47,0,0,0,6,0,0,0,1,17,0,0,1,0,3,0,0,5,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,2,76,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,3,0,3,2,0,1,23,1,0,0,1,1,1,0,0,0,0,0,0,3,0,1,1,1,1,0,0,5
94,10,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,1,0,6,0,1,1,0,0,6,2,3,14,7,0,0,0,4,0,4,7,3,1,3,0,0,0,1,0,0,0,0,1,3,0,0,0,1,0,0,0,1,1,9,0,0,27,3,1,12,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,2,2,1,2,0,0,2,2,0,0,1,0,6,5,0,0,0,1,1,1,1,3,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,3,1,1,0,0,1,0,2,0,3,0,0,0,4,4,0,0,0,0,2,0,0,3,0,1,0,5,2,5,0,0,2,8,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,4,5,0,0,0,0,0,0,0,1,24,4,0,8,2,1,0,0,0,0,0,1,0,0,1,0,4,0,9,12,1,37,3,0,2,0,0
95,2,0,0,0,0,1,0,0,1,0,0,2,0,0,1,1,4,0,4,3,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,2,0,2,1,0,0,0,0,0,1,0,4,0,0,0,1,0,3,1,0,7,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,28,0,0,50,0,0,1,0,0,32,4,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,6,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,9,0,2,0,2,1,3,0,1,2,0,0,0,1,0,0,0,0,3,0,0,0,2,19,0,2,0,13,0,0,0,1,12,0,0,0,0,4,1,0,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,18,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,7,3,0,0,0,4,0,0,2,7,1,0,0,1,0,1,1,0,0,22,0,0,11,3,2,12,3,0,0,0,1
96,0,0,0,1,5,0,0,0,5,7,0,0,0,1,1,0,0,0,7,7,4,0,1,0,2,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,4,0,0,1,0,1,1,2,0,0,0,1,0,0,0,0,2,2,1,0,0,0,0,0,5,0,0,6,5,0,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,37,0,0,61,0,1,0,0,0,0,0,0,5,1,3,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,4,0,1,2,1,2,1,0,5,5,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,3,0,3,3,0,1,0,0,6,1,0,0,0,2,0,0,1,2,1,0,0,0,2,19,2,0,0,5,0,0,0,0,24,0,1,0,0,1,0,0,5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,2,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,9,2,2,0,1,0,0,0,0,1,0,0,0,4,0,0,2,1,0,0,11,1,1,1,0,1
97,0,0,0,0,0,0,0,4,0,5,0,4,0,1,0,0,1,1,9,10,2,0,0,0,3,0,0,1,2,3,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0,1,11,0,2,0,2,0,4,0,6,0,0,4,0,0,2,0,1,9,1,2,0,0,0,1,1,2,1,1,0,1,1,0,0,0,0,0,0,10,1,0,23,0,0,34,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0,2,0,0,3,0,0,0,0,1,0,1,1,5,3,0,0,0,0,1,1,1,11,0,0,0,0,1,11,0,0,0,0,0,3,0,0,0,0,14,2,0,1,1,7,0,7,0,2,0,2,1,0,2,3,0,1,0,0,0,1,33,0,0,0,0,2,0,2,3,0,0,3,10,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,2,0,1,6,2,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,17,5,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,5,1,3,0,0,0,0,0,0,3,1,1,4,2,1,0,2,1,0,0,3,2,0,0,0,1,0,0,2,3,1,1,5,2,0,0,0,3
98,0,1,0,0,3,0,0,0,0,2,0,3,0,0,0,0,0,0,14,5,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,2,0,0,0,0,2,0,0,0,1,3,2,1,1,0,0,5,1,1,0,0,0,0,0,9,1,1,10,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,1,0,41,2,2,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,3,6,5,1,1,1,1,0,0,7,0,2,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,3,1,2,1,0,5,0,2,0,0,0,0,0,10,1,2,0,0,1,0,0,0,0,3,0,0,1,3,7,0,0,2,10,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,84,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,5,1,0,1,0,0,0,3,1,6,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,3,1,0,0,0,0,0,0,0,1,0,6,2,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,2,1,2,13,5,1,1,2,3
99,0,1,0,0,5,1,0,0,2,11,0,3,0,0,0,0,0,0,12,3,1,1,0,0,2,0,1,0,0,4,0,0,15,3,0,0,0,0,0,0,1,2,0,1,0,0,6,0,0,3,9,0,0,0,0,0,2,3,0,5,4,1,1,2,3,0,11,1,4,0,0,1,0,0,4,1,3,6,4,1,0,0,0,0,5,0,0,0,0,0,2,0,1,0,1,0,0,0,2,2,25,1,0,74,8,0,1,1,0,0,0,4,0,1,0,0,0,0,0,0,0,5,0,0,3,6,1,5,0,0,0,0,1,0,0,6,9,29,0,1,0,0,3,0,0,12,0,0,0,1,0,0,0,1,3,0,0,1,0,0,5,0,0,0,0,2,0,0,0,7,1,5,0,1,1,0,0,14,0,0,1,1,1,0,0,0,0,0,0,3,0,3,6,0,0,1,23,0,0,0,1,7,0,0,0,0,0,1,1,7,0,0,0,0,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,3,0,30,4,0,0,1,1,0,0,0,1,0,0,4,0,0,0,7,4,0,1,0,2,1,0,0,0,0,4,2,3,1,3,81,0,0,0,0,0,7,0,13,1,0,1,1,0,0,1,0,0,0,0,1,1,2,5,0,0,24,7,1,2,1,1
100,0,1,0,0,2,0,1,0,1,2,0,1,0,1,0,0,0,0,11,6,0,0,0,9,0,1,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,3,0,0,1,0,3,4,1,0,0,11,0,1,0,0,1,4,1,0,0,0,0,0,0,4,0,0,16,3,1,0,0,0,0,2,1,0,2,0,0,1,0,0,0,0,0,38,0,0,1,23,3,61,56,2,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,1,2,0,6,0,0,0,0,0,0,1,0,1,6,0,1,0,1,1,1,1,9,0,0,0,0,1,0,0,0,0,0,0,4,0,0,3,0,0,0,2,0,1,2,0,9,0,2,1,0,0,1,0,6,0,0,0,0,0,0,0,1,0,7,0,7,0,3,12,0,0,0,20,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,1,0,0,3,0,2,1,1,1,2,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2,0,0,1,0,0,10,4,0,0,9,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,5,6,1,1,0,2
